cod_municipio,municipio,uf,total_domicilios,perc_agua_rede,perc_esgoto_rede,perc_lixo_coletado,perc_alfabetizacao,renda_media,per_domicilio_urbano,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,cluster,cluster_nome
1100015,Alta Floresta D'Oeste - RO,RO,7695,26.484730344379464,0.4678362573099415,61.48148148148148,91.59,1210.6,60.34707360193542,0.641,0.657,0.526,0.763,0,Crítico
1100023,Ariquemes - RO,RO,34768,54.337321675103546,1.9932121491026231,90.41647491946615,94.08,1458.57,86.6977166874929,0.702,0.716,0.6,0.806,3,Rural de Média Renda
1100031,Cabixi - RO,RO,1967,39.29842399593289,1.57600406710727,61.0574478901881,89.82,1323.79,53.18632031396001,0.65,0.65,0.559,0.757,3,Rural de Média Renda
1100049,Cacoal - RO,RO,31917,80.06704890810539,67.18989880001254,85.65654666791993,93.71,1625.88,82.75921599318656,0.718,0.727,0.62,0.821,1,Desenvolvido
1100056,Cerejeiras - RO,RO,5873,49.48067427209263,57.99421079516432,87.04239741188489,92.15,1554.33,88.83574575204531,0.692,0.688,0.602,0.799,4,Em Transição
1100064,Colorado do Oeste - RO,RO,5991,70.80620931397095,2.6205975630111835,77.24920714404941,90.47,1666.54,74.7557939092128,0.685,0.676,0.584,0.814,3,Rural de Média Renda
1100072,Corumbiara - RO,RO,2840,20.985915492957748,0.7042253521126761,47.88732394366197,91.52,1234.62,36.97300172895332,0.613,0.63,0.473,0.774,0,Crítico
1100080,Costa Marques - RO,RO,4161,19.346310982936792,0.0480653689017063,63.56645037250661,92.92,1088.06,52.82331511839708,0.611,0.616,0.493,0.751,0,Crítico
1100098,Espigão D'Oeste - RO,RO,10470,44.871060171919765,6.599808978032473,74.28844317096465,92.01,1371.66,72.93125722445095,0.672,0.691,0.536,0.819,3,Rural de Média Renda
1100106,Guajará-Mirim - RO,RO,11803,40.46428874015081,9.01465729051936,78.14115055494366,94.16,1035.94,80.57734785589153,0.657,0.663,0.519,0.823,4,Em Transição
1100114,Jaru - RO,RO,18947,46.11811896342429,1.7839235762917611,80.50350979046816,92.39,1406.29,78.68395564428455,0.689,0.687,0.577,0.825,3,Rural de Média Renda
1100122,Ji-Paraná - RO,RO,45016,59.954238492980274,7.566198684912032,93.16909543273503,94.37,1437.55,90.87128919916675,0.714,0.728,0.617,0.81,4,Em Transição
1100130,Machadinho D'Oeste - RO,RO,10841,40.3929526796421,3.1270178027857205,56.701411308919845,91.65,1047.39,54.170058944214674,0.596,0.629,0.446,0.755,0,Crítico
1100148,Nova Brasilândia D'Oeste - RO,RO,5798,36.11590203518455,7.002414625733011,49.49982752673336,91.36,981.78,46.6164933988137,0.643,0.664,0.524,0.763,0,Crítico
1100155,Ouro Preto do Oeste - RO,RO,13323,56.66141259476094,2.2292276514298583,80.19965473241763,92.81,1389.04,79.0463417418103,0.682,0.687,0.569,0.812,3,Rural de Média Renda
1100189,Pimenta Bueno - RO,RO,12351,76.35818962027366,9.440531131082505,85.7663347097401,93.24,1389.7,81.84383819379116,0.71,0.726,0.613,0.803,4,Em Transição
1100205,Porto Velho - RO,RO,151905,36.72229353872486,22.98871004904381,91.90151739574075,95.64,1459.81,92.58634245081814,0.736,0.764,0.638,0.819,3,Rural de Média Renda
1100254,Presidente Médici - RO,RO,7230,50.09681881051176,5.214384508990318,67.15076071922545,92.38,1164.63,64.06064055466446,0.664,0.671,0.55,0.792,3,Rural de Média Renda
1100262,Rio Crespo - RO,RO,1250,9.92,1.28,43.6,92.17,1244.38,41.42898300201672,0.643,0.637,0.513,0.813,0,Crítico
1100288,Rolim de Moura - RO,RO,20991,66.36177409365919,3.620599304463818,87.0611214329951,93.5,1446.88,83.79250434350955,0.7,0.709,0.598,0.808,4,Em Transição
1100296,Santa Luzia D'Oeste - RO,RO,2758,33.6113125453227,2.864394488759971,50.725163161711386,90.45,1110.56,43.88731634991239,0.67,0.657,0.564,0.812,3,Rural de Média Renda
1100304,Vilhena - RO,RO,34975,92.88348820586133,4.912080057183703,94.7819871336669,95.25,1650.51,94.23261541030136,0.731,0.734,0.659,0.808,1,Desenvolvido
1100320,São Miguel do Guaporé - RO,RO,7884,15.690005073566718,1.8138001014713343,55.720446473871135,92.68,1303.07,55.2854171481396,0.646,0.644,0.537,0.781,3,Rural de Média Renda
1100338,Nova Mamoré - RO,RO,8447,9.269563158517816,0.8168580561145968,49.22457677281875,90.69,1152.19,57.848608709322434,0.587,0.619,0.424,0.769,0,Crítico
1100346,Alvorada D'Oeste - RO,RO,4814,52.86663896967178,42.52181138346489,60.38637307852098,88.53,1223.18,59.08363192803232,0.643,0.654,0.534,0.763,4,Em Transição
1100379,Alto Alegre dos Parecis - RO,RO,4036,19.796828543111992,0.6194251734390486,44.821605550049554,90.79,1173.26,43.43583935882916,0.592,0.603,0.443,0.777,0,Crítico
1100403,Alto Paraíso - RO,RO,5762,8.799028115237764,0.1388406803193335,54.23464074973967,91.73,1185.26,49.98774509803921,0.625,0.664,0.457,0.804,0,Crítico
1100452,Buritis - RO,RO,9905,15.75971731448763,0.4543160020191822,69.58101968702675,92.46,1219.49,69.35553015147184,0.616,0.65,0.479,0.751,0,Crítico
1100502,Novo Horizonte do Oeste - RO,RO,2798,27.197998570407435,0.3216583273766976,46.0686204431737,90.03,1102.33,43.15899308725707,0.634,0.606,0.527,0.799,0,Crítico
1100601,Cacaulândia - RO,RO,1483,13.958192852326365,32.97370195549561,47.066756574511125,88.08,1187.1,46.55421686746988,0.646,0.664,0.506,0.801,0,Crítico
1100700,Campo Novo de Rondônia - RO,RO,3066,19.0150032615786,0.2609262883235486,31.996086105675147,90.46,1004.63,30.879692446856627,0.593,0.667,0.404,0.772,0,Crítico
1100809,Candeias do Jamari - RO,RO,7431,53.46521329565335,1.1976853720898937,69.29080877405464,91.87,927.05,76.4634692962797,0.649,0.652,0.512,0.819,4,Em Transição
1100908,Castanheiras - RO,RO,1198,30.30050083472454,1.7988618388815478,37.89649415692821,89.81,1163.49,23.72409526755336,0.658,0.65,0.547,0.803,0,Crítico
1100924,Chupinguaia - RO,RO,3206,61.69681846537741,0.8733624454148471,66.71865252651278,92.64,1275.25,56.86400686400687,0.652,0.659,0.514,0.82,3,Rural de Média Renda
1100940,Cujubim - RO,RO,5203,10.724581971939266,0.115318085719777,63.424947145877375,92.34,1152.39,65.41747964744667,0.612,0.663,0.439,0.789,0,Crítico
1101005,Governador Jorge Teixeira - RO,RO,2890,2.006920415224913,0.0346020761245674,33.910034602076124,89.21,943.98,31.78352705911761,0.596,0.627,0.444,0.762,0,Crítico
1101104,Itapuã do Oeste - RO,RO,2910,7.766323024054983,0.5498281786941581,69.89690721649484,90.31,1014.42,69.20917173607862,0.614,0.633,0.488,0.751,0,Crítico
1101203,Ministro Andreazza - RO,RO,2383,28.24171212757029,5.581200167855644,48.762064624423,88.99,1209.48,45.85524280853696,0.638,0.647,0.518,0.776,0,Crítico
1101302,Mirante da Serra - RO,RO,3508,26.339794754846068,7.782212086659065,57.41163055872291,89.07,1199.72,54.00108283703303,0.643,0.673,0.494,0.8,0,Crítico
1101401,Monte Negro - RO,RO,4223,33.90954297892493,0.1657589391427894,47.83329386691925,89.15,1241.8,45.60962937305161,0.607,0.645,0.454,0.762,0,Crítico
1101435,Nova União - RO,RO,2230,17.757847533632287,0.8968609865470852,31.0762331838565,89.7,920.17,27.20967741935484,0.587,0.608,0.442,0.753,0,Crítico
1101450,Parecis - RO,RO,1482,30.364372469635622,4.116059379217274,39.27125506072874,89.53,1014.39,35.24848484848485,0.617,0.604,0.485,0.8,0,Crítico
1101468,Pimenteiras do Oeste - RO,RO,740,47.56756756756757,5.27027027027027,62.56756756756757,93.15,911.62,56.72541743970315,0.665,0.662,0.545,0.816,3,Rural de Média Renda
1101476,Primavera de Rondônia - RO,RO,1133,58.69373345101501,0.264783759929391,65.93115622241837,87.46,919.32,45.18855656697009,0.641,0.645,0.512,0.799,2,Em Desenvolvimento
1101484,São Felipe D'Oeste - RO,RO,1962,32.415902140672785,1.7988618388815478,42.45667686034659,89.81,1362.82,41.15633320654241,0.649,0.615,0.571,0.78,0,Crítico
1101492,São Francisco do Guaporé - RO,RO,5799,4.828418692878082,0.2586652871184687,60.97603035006035,91.86,1172.03,56.85865160260346,0.611,0.657,0.462,0.751,0,Crítico
1101500,Seringueiras - RO,RO,3951,21.386990635282206,14.527967603138444,49.00025310048089,92.73,1027.63,45.52860084146451,0.598,0.644,0.427,0.779,0,Crítico
1101559,Teixeirópolis - RO,RO,1582,10.303413400758531,0.316055625790139,50.821744627054365,89.96,1179.05,38.55733082706767,0.643,0.653,0.498,0.818,0,Crítico
1101609,Theobroma - RO,RO,3007,11.905553708014631,0.2327901563019621,36.08247422680412,88.38,1102.84,30.70380870208308,0.589,0.622,0.434,0.757,0,Crítico
1101708,Urupá - RO,RO,3950,30.860759493670887,3.59493670886076,52.25316455696203,90.24,1121.21,51.25407925407926,0.609,0.621,0.471,0.772,0,Crítico
1101757,Vale do Anari - RO,RO,2800,11.571428571428571,0.0714285714285714,46.0,88.35,1095.38,45.10785824345147,0.584,0.626,0.421,0.756,0,Crítico
1101807,Vale do Paraíso - RO,RO,2446,30.860759493670887,0.0408830744071954,44.930498773507765,89.5,1218.98,39.35792560580336,0.627,0.641,0.485,0.792,0,Crítico
1200013,Acrelândia - AC,AC,4461,27.146379735485315,0.8518269446312485,55.45841739520287,88.35,880.5,55.38121389344555,0.604,0.584,0.466,0.808,0,Crítico
1200054,Assis Brasil - AC,AC,2426,56.553998351195375,6.595218466611706,62.9843363561418,85.3,775.86,59.48148148148148,0.588,0.578,0.456,0.77,0,Crítico
1200104,Brasiléia - AC,AC,8665,61.30409694171957,33.49105597230236,66.99365262550491,89.01,914.18,64.4,0.614,0.619,0.485,0.77,2,Em Desenvolvimento
1200138,Bujari - AC,AC,4193,40.20987359885523,3.744335797758168,47.69854519437157,81.26,709.71,46.00139351242549,0.589,0.603,0.439,0.772,0,Crítico
1200179,Capixaba - AC,AC,3468,39.12918108419839,1.124567474048443,44.14648212226066,84.27,806.69,40.65627405696689,0.575,0.601,0.398,0.794,0,Crítico
1200203,Cruzeiro do Sul - AC,AC,26737,66.57815012903467,8.59109099749411,82.97864382690653,86.24,905.21,74.23711474838935,0.664,0.648,0.582,0.776,4,Em Transição
1200252,Epitaciolândia - AC,AC,6477,61.942257217847775,4.662652462559827,70.95877721167207,88.78,1026.76,68.8862824545503,0.653,0.654,0.553,0.771,4,Em Transição
1200302,Feijó - AC,AC,9366,17.285927824044418,3.3952594490711085,54.91138159299594,77.35,610.92,51.129114209902326,0.539,0.559,0.388,0.723,0,Crítico
1200328,Jordão - AC,AC,2003,46.28057913130304,3.4448327508736893,47.72840738891663,81.88,542.04,39.83951420516157,0.469,0.499,0.283,0.731,0,Crítico
1200336,Mâncio Lima - AC,AC,5678,59.65128566396618,1.2856639661852765,65.3399084184572,84.27,695.9,65.96351197263398,0.625,0.58,0.546,0.77,2,Em Desenvolvimento
1200344,Manoel Urbano - AC,AC,3242,49.84577421344849,15.453423812461445,52.745219000616906,77.84,622.38,56.06035345115038,0.551,0.586,0.373,0.767,0,Crítico
1200351,Marechal Thaumaturgo - AC,AC,4321,37.09789400601712,1.712566535524184,41.88845174728072,77.17,516.91,34.48195167612473,0.501,0.479,0.361,0.726,0,Crítico
1200385,Plácido de Castro - AC,AC,5552,40.778097982708935,5.8537463976945245,63.54466858789626,84.38,992.54,64.84903381642512,0.622,0.593,0.517,0.786,0,Crítico
1200393,Porto Walter - AC,AC,2611,51.97242435848334,5.170432784373803,50.36384527001149,81.1,603.27,46.120167675826735,0.532,0.521,0.397,0.726,0,Crítico
1200401,Rio Branco - AC,AC,123861,58.98870508069529,68.19095599098989,94.65772115516587,93.04,1436.01,93.49400695259295,0.727,0.729,0.661,0.798,1,Desenvolvido
1200427,Rodrigues Alves - AC,AC,4197,58.13676435549202,1.9299499642601856,55.086966881105546,79.96,633.26,38.07738653099478,0.567,0.518,0.477,0.736,0,Crítico
1200435,Santa Rosa do Purus - AC,AC,1344,47.54464285714285,4.241071428571429,47.91666666666667,77.4,449.8,48.95136099955377,0.517,0.519,0.34,0.781,0,Crítico
1200450,Senador Guiomard - AC,AC,6961,29.73710673753771,0.5889958339319064,68.03620169515874,87.04,974.21,62.24946396942295,0.64,0.649,0.513,0.786,0,Crítico
1200500,Sena Madureira - AC,AC,12627,41.20535360734933,17.240833135344896,63.40381721707452,82.41,794.44,65.16943618024817,0.603,0.593,0.456,0.81,0,Crítico
1200609,Tarauacá - AC,AC,11273,39.13776279606139,2.5281646411780363,59.51388272864367,78.51,604.36,56.16674718752157,0.539,0.554,0.392,0.72,0,Crítico
1200708,Xapuri - AC,AC,6090,47.22495894909688,21.379310344827587,58.86699507389162,85.39,898.65,56.50386449597106,0.599,0.621,0.448,0.773,0,Crítico
1200807,Porto Acre - AC,AC,5448,17.547723935389133,1.3950073421439062,54.97430249632893,83.98,733.17,56.70041334691188,0.576,0.593,0.418,0.771,0,Crítico
1300029,Alvarães - AM,AM,3398,63.56680400235432,3.8846380223660977,58.59329017068864,87.63,494.91,55.02332030757595,0.527,0.499,0.377,0.778,0,Crítico
1300060,Amaturá - AM,AM,2156,66.23376623376623,1.855287569573284,49.48979591836735,85.13,556.4,71.82734078935206,0.56,0.499,0.455,0.773,0,Crítico
1300086,Anamã - AM,AM,2316,43.73920552677029,3.3246977547495686,61.44214162348878,87.76,559.76,48.29351535836178,0.594,0.537,0.526,0.741,0,Crítico
1300102,Anori - AM,AM,4147,66.79527369182541,3.9546660236315407,68.26621654207861,86.82,624.85,63.10340816563917,0.561,0.54,0.433,0.757,2,Em Desenvolvimento
1300144,Apuí - AM,AM,5789,30.67887372603213,1.0364484366902746,53.06615995854206,91.81,1009.03,52.98590594275198,0.637,0.621,0.54,0.772,0,Crítico
1300201,Atalaia do Norte - AM,AM,3390,43.6283185840708,1.9469026548672568,46.4306784660767,77.18,556.2,51.80227243045579,0.45,0.481,0.259,0.733,0,Crítico
1300300,Autazes - AM,AM,11007,25.45652766421368,7.259016989188698,49.65022258562733,89.87,649.03,44.714175728996246,0.577,0.539,0.446,0.799,0,Crítico
1300409,Barcelos - AM,AM,4253,54.97296026334352,9.757818010815894,63.978368210674816,78.71,595.57,55.53785706700648,0.5,0.545,0.315,0.728,0,Crítico
1300508,Barreirinha - AM,AM,6895,60.92820884699057,3.132704858593184,35.30094271211022,93.96,521.15,54.677788154970855,0.574,0.469,0.522,0.774,0,Crítico
1300607,Benjamin Constant - AM,AM,7742,62.438646344613794,2.699560836993025,61.108240764660295,87.3,576.24,76.48215044623883,0.574,0.526,0.471,0.763,2,Em Desenvolvimento
1300631,Beruri - AM,AM,4556,53.55575065847235,2.8972783143107987,44.051799824407375,82.99,608.58,58.30678636934067,0.506,0.512,0.346,0.731,0,Crítico
1300680,Boa Vista do Ramos - AM,AM,4594,56.59555942533739,4.005224205485416,50.69656073138877,95.63,497.38,49.9180155560227,0.565,0.496,0.484,0.75,0,Crítico
1300706,Boca do Acre - AM,AM,10162,46.40818736469199,7.4886833300531395,40.454634914386936,80.16,669.72,62.417129799418845,0.588,0.576,0.455,0.777,0,Crítico
1300805,Borba - AM,AM,7986,61.34485349361383,1.4775857751064363,63.010267968945655,88.88,567.31,61.71704957678356,0.56,0.532,0.425,0.776,0,Crítico
1300839,Caapiranga - AM,AM,2967,30.46848668688911,0.4718570947084597,60.16177957532861,91.71,488.73,51.71133714455416,0.569,0.544,0.436,0.775,0,Crítico
1300904,Canutama - AM,AM,4552,50.43936731107206,4.327768014059754,48.72583479789104,81.11,601.49,59.80200367538088,0.53,0.522,0.379,0.752,0,Crítico
1301001,Carauari - AM,AM,7241,73.9124430327303,15.301753901394836,70.73608617594255,81.99,579.82,78.91239301370815,0.549,0.534,0.416,0.745,2,Em Desenvolvimento
1301100,Careiro - AM,AM,9067,42.84768942318297,6.132127495312672,52.48704091761333,87.06,698.24,42.02390231228891,0.557,0.515,0.431,0.779,0,Crítico
1301159,Careiro da Várzea - AM,AM,5780,19.2560553633218,0.7093425605536332,21.98961937716263,87.09,638.54,15.073585578245147,0.568,0.523,0.45,0.779,0,Crítico
1301209,Coari - AM,AM,17564,18.435436119335,33.28398997950353,75.52379867911637,86.34,580.54,74.90653676220687,0.586,0.606,0.425,0.78,0,Crítico
1301308,Codajás - AM,AM,5571,57.817267994973975,36.51050080775444,73.46975408364746,86.18,586.95,75.74419295936133,0.563,0.546,0.421,0.775,2,Em Desenvolvimento
1301407,Eirunepé - AM,AM,8130,40.836408364083645,0.5412054120541205,58.20418204182042,74.72,588.49,78.05848658426288,0.563,0.548,0.431,0.756,0,Crítico
1301506,Envira - AM,AM,4185,16.7741935483871,0.908004778972521,75.17323775388292,73.69,579.21,74.46177120912371,0.509,0.521,0.349,0.727,0,Crítico
1301605,Fonte Boa - AM,AM,5345,70.88868101028999,1.4780168381665106,58.52198316183349,86.07,638.8,69.82335433496965,0.53,0.518,0.4,0.719,2,Em Desenvolvimento
1301654,Guajará - AM,AM,3611,37.635004153973966,2.9908612572694544,65.1066186651897,77.64,596.23,67.00687658342382,0.532,0.51,0.387,0.762,0,Crítico
1301704,Humaitá - AM,AM,14416,73.64039955604883,11.542730299667037,71.36514983351832,88.74,871.32,73.44666191081029,0.605,0.621,0.451,0.791,2,Em Desenvolvimento
1301803,Ipixuna - AM,AM,4806,63.29588014981273,2.5801081980857266,51.91427382438618,75.84,508.99,67.94043848463659,0.481,0.476,0.302,0.772,0,Crítico
1301852,Iranduba - AM,AM,17757,50.633552965027874,4.229318015430534,81.59599031367911,91.14,805.81,76.25852230923924,0.613,0.607,0.476,0.799,2,Em Desenvolvimento
1301902,Itacoatiara - AM,AM,27664,70.4091960670908,8.173076923076923,73.88302486986697,93.93,734.27,70.48688198613873,0.644,0.618,0.534,0.811,4,Em Transição
1301951,Itamarati - AM,AM,2333,36.17659665666524,0.9858551221603088,55.465066438062586,73.56,525.38,67.66937917161927,0.477,0.529,0.266,0.772,0,Crítico
1302009,Itapiranga - AM,AM,2599,65.56367833782224,8.734128510965757,79.99230473258946,94.08,687.95,78.26215311946467,0.654,0.594,0.594,0.792,4,Em Transição
1302108,Japurá - AM,AM,1735,58.84726224783861,1.9596541786743515,46.512968299711815,87.61,823.6,56.38970422217204,0.522,0.552,0.345,0.748,0,Crítico
1302207,Juruá - AM,AM,2529,61.72400158165283,22.61763542902333,50.45472518782127,79.36,516.57,67.16626326568608,0.522,0.538,0.376,0.704,0,Crítico
1302306,Jutaí - AM,AM,4845,72.09494324045409,1.279669762641899,57.02786377708978,84.1,566.68,64.21023359288098,0.516,0.528,0.34,0.766,0,Crítico
1302405,Lábrea - AM,AM,11269,14.633064158310413,28.70707249977816,61.27429230632709,80.4,618.0,60.9201725048407,0.531,0.538,0.374,0.744,0,Crítico
1302504,Manacapuru - AM,AM,26883,52.41230517427371,13.171893017892348,71.06349737752483,88.97,680.39,65.12666489993424,0.614,0.604,0.481,0.795,2,Em Desenvolvimento
1302553,Manaquiri - AM,AM,4956,38.88216303470541,1.533494753833737,40.98062953995157,88.58,568.36,38.59823464079032,0.596,0.556,0.51,0.748,0,Crítico
1302603,Manaus - AM,AM,630062,76.24027476661027,50.60216296174027,97.34438833003736,97.02,1284.7,99.03028024086964,0.737,0.738,0.658,0.826,1,Desenvolvido
1302702,Manicoré - AM,AM,12170,45.66967953985209,1.2161051766639277,55.66967953985209,89.56,701.45,56.93140928144823,0.582,0.58,0.456,0.747,0,Crítico
1302801,Maraã - AM,AM,3021,50.34756703078451,7.4147633234028465,47.10360807679576,84.33,518.13,51.03998969669651,0.498,0.466,0.348,0.763,0,Crítico
1302900,Maués - AM,AM,13271,54.51736869866627,17.73038957124557,49.27285057644488,93.84,488.47,47.70276452519443,0.588,0.549,0.464,0.8,0,Crítico
1303007,Nhamundá - AM,AM,4570,63.50109409190373,4.595185995623632,39.01531728665208,93.22,539.62,37.22685736988478,0.586,0.513,0.503,0.779,0,Crítico
1303106,Nova Olinda do Norte - AM,AM,6480,52.94753086419753,6.265432098765432,62.901234567901234,91.02,537.7,60.83438031187644,0.558,0.541,0.412,0.78,0,Crítico
1303205,Novo Airão - AM,AM,4165,69.26770708283313,10.180072028811525,75.48619447779112,89.57,700.88,75.09675781993528,0.57,0.551,0.434,0.776,2,Em Desenvolvimento
1303304,Novo Aripuanã - AM,AM,4785,39.519331243469175,14.90073145245559,64.6185997910136,87.97,630.53,75.18263498194642,0.554,0.532,0.421,0.759,0,Crítico
1303403,Parintins - AM,AM,23900,82.57322175732217,9.99581589958159,72.15062761506276,95.93,796.66,82.67442825717013,0.658,0.589,0.605,0.8,4,Em Transição
1303502,Pauini - AM,AM,3960,1.0101010101010102,5.681818181818182,45.3030303030303,75.88,454.55,61.41537190935839,0.496,0.531,0.317,0.724,0,Crítico
1303536,Presidente Figueiredo - AM,AM,9389,56.91766961337736,31.25998508893386,73.30919160719992,91.41,976.41,54.68892656841007,0.647,0.627,0.538,0.802,4,Em Transição
1303569,Rio Preto da Eva - AM,AM,7806,47.002305918524215,8.480655905713554,55.82884960286959,91.27,801.1,56.72521655437921,0.611,0.59,0.493,0.785,0,Crítico
1303601,Santa Isabel do Rio Negro - AM,AM,2740,43.35766423357664,3.905109489051095,53.13868613138686,84.1,448.85,48.72917255012708,0.479,0.461,0.323,0.737,0,Crítico
1303700,Santo Antônio do Içá - AM,AM,5253,18.465638682657527,1.675233200076147,45.26936988387588,85.63,489.41,77.62929353798164,0.49,0.438,0.353,0.759,0,Crítico
1303809,São Gabriel da Cachoeira - AM,AM,10603,23.77628972932189,3.3198151466566066,53.730076393473546,90.6,577.82,51.3563085239888,0.609,0.61,0.476,0.777,0,Crítico
1303908,São Paulo de Olivença - AM,AM,6010,42.89517470881864,5.440931780366057,36.339434276206326,85.2,396.95,73.15800649133982,0.521,0.471,0.386,0.78,0,Crítico
1303957,São Sebastião do Uatumã - AM,AM,2665,80.82551594746717,0.7504690431519699,79.9624765478424,94.06,657.76,81.63667523564696,0.577,0.561,0.464,0.739,2,Em Desenvolvimento
1304005,Silves - AM,AM,2825,54.72566371681416,4.106194690265487,45.80530973451327,94.49,559.89,44.48481702569426,0.632,0.546,0.584,0.791,0,Crítico
1304062,Tabatinga - AM,AM,13839,45.928174001011634,10.665510513765446,74.13107883517596,90.45,669.6,83.39823857168534,0.616,0.602,0.505,0.769,2,Em Desenvolvimento
1304104,Tapauá - AM,AM,4792,53.58931552587646,5.592654424040067,66.19365609348915,79.19,541.23,57.85499260166335,0.502,0.512,0.355,0.694,0,Crítico
1304203,Tefé - AM,AM,17460,72.2565864833906,13.974799541809851,81.00801832760595,90.16,767.14,80.88069608654929,0.639,0.637,0.511,0.801,4,Em Transição
1304237,Tonantins - AM,AM,3380,20.502958579881657,5.029585798816568,50.591715976331365,86.88,432.01,58.95464228191406,0.548,0.508,0.416,0.779,0,Crítico
1304260,Uarini - AM,AM,3057,68.79293424926398,1.7664376840039255,60.22244030094864,88.07,516.14,67.65989882890999,0.527,0.535,0.378,0.724,0,Crítico
1304302,Urucará - AM,AM,4279,75.43818649217107,0.817948118719327,72.86749240476746,94.23,690.49,66.21222693360528,0.62,0.551,0.575,0.754,2,Em Desenvolvimento
1304401,Urucurituba - AM,AM,5202,65.47481737793156,3.1334102268358324,67.62783544790464,93.7,629.39,64.99477970348715,0.588,0.538,0.487,0.776,2,Em Desenvolvimento
1400027,Amajari - RR,RR,2996,47.9305740987984,6.241655540720961,38.0173564753004,68.17,493.7,15.889997845910822,0.484,0.437,0.319,0.815,0,Crítico
1400050,Alto Alegre - RR,RR,5060,38.67588932806324,9.782608695652174,31.32411067193676,63.19,467.63,22.57773985589685,0.542,0.518,0.379,0.813,0,Crítico
1400100,Boa Vista - RR,RR,119011,93.71738746838528,61.28677181100907,96.2398433758224,96.43,1399.0,97.26302704323726,0.752,0.737,0.708,0.816,1,Desenvolvido
1400159,Bonfim - RR,RR,3498,60.23441966838193,6.146369353916524,43.91080617495712,91.31,583.73,36.39301874595992,0.626,0.597,0.509,0.809,0,Crítico
1400175,Cantá - RR,RR,5429,50.156566586848406,1.4735678762202984,31.71854853564192,90.81,787.97,24.77250829675624,0.619,0.581,0.509,0.803,0,Crítico
1400209,Caracaraí - RR,RR,6087,62.13241333990472,34.680466568095945,52.965335961885984,87.01,714.44,53.02762800019087,0.624,0.601,0.518,0.78,2,Em Desenvolvimento
1400233,Caroebe - RR,RR,3130,60.511182108626194,11.309904153354632,57.69968051118211,91.69,917.6,46.40578078078078,0.639,0.6,0.549,0.791,2,Em Desenvolvimento
1400282,Iracema - RR,RR,2925,53.47008547008547,31.76068376068376,44.75213675213675,79.97,781.65,42.55213010076823,0.582,0.56,0.434,0.81,0,Crítico
1400308,Mucajaí - RR,RR,5339,64.97471436598615,29.050383967035025,66.49185240681776,87.67,809.57,55.93257806023764,0.665,0.661,0.547,0.813,4,Em Transição
1400407,Normandia - RR,RR,2719,59.360058845163664,0.4413387274733358,26.8481059212946,91.82,486.61,23.12312312312312,0.594,0.52,0.502,0.801,0,Crítico
1400456,Pacaraima - RR,RR,3958,71.3744315310763,6.392117230924709,52.65285497726124,94.09,578.04,47.92022792022792,0.65,0.624,0.558,0.788,2,Em Desenvolvimento
1400472,Rorainópolis - RR,RR,10064,48.25119236883943,4.391891891891892,57.6510333863275,90.5,831.4,74.41725120225442,0.619,0.574,0.519,0.798,2,Em Desenvolvimento
1400506,São João da Baliza - RR,RR,2603,64.4640799077987,4.917402996542451,67.23011909335382,90.37,895.8,70.97538947843756,0.655,0.614,0.587,0.78,4,Em Transição
1400605,São Luiz - RR,RR,2260,69.20353982300885,4.424778761061947,69.070796460177,90.0,827.26,59.64456596035544,0.649,0.605,0.574,0.788,2,Em Desenvolvimento
1400704,Uiramutã - RR,RR,2339,54.2967079948696,0.2137665669089354,13.595553655408294,87.53,288.65,7.679441495163989,0.453,0.439,0.276,0.766,0,Crítico
1500107,Abaetetuba - PA,PA,43033,17.356447377593938,4.491901563916064,71.60086445286176,89.91,771.33,62.19814398058007,0.628,0.579,0.537,0.798,0,Crítico
1500131,Abel Figueiredo - PA,PA,2000,81.25,2.5,85.85000000000001,86.16,923.2,87.45110821382008,0.622,0.625,0.481,0.8,4,Em Transição
1500206,Acará - PA,PA,17057,24.564694846690507,2.204373570967931,26.7397549393211,84.1,505.33,22.159158294224284,0.506,0.517,0.332,0.757,0,Crítico
1500305,Afuá - PA,PA,9038,17.824739986722726,2.4341668510732464,32.18632440805488,77.98,476.09,31.44445915530253,0.489,0.485,0.311,0.774,0,Crítico
1500347,Água Azul do Norte - PA,PA,5618,19.152723389106445,0.1957992168031328,56.95977216091136,88.32,936.7,51.44911504424778,0.564,0.563,0.399,0.797,0,Crítico
1500404,Alenquer - PA,PA,17906,19.68055400424439,5.942142298670837,49.24606277225511,89.18,562.3,50.66953024777664,0.564,0.529,0.436,0.779,0,Crítico
1500503,Almeirim - PA,PA,9116,60.15796401930671,17.562527424308907,68.97762176393155,87.42,773.03,65.63593932322054,0.642,0.659,0.497,0.809,4,Em Transição
1500602,Altamira - PA,PA,41217,43.97942596501444,49.0865419608414,82.7401314991387,90.34,1245.26,82.51728315871998,0.665,0.662,0.548,0.811,4,Em Transição
1500701,Anajás - PA,PA,6369,6.720050243366306,0.2826189354686764,40.90124038310567,77.42,524.25,43.93274070900717,0.484,0.506,0.29,0.774,0,Crítico
1500800,Ananindeua - PA,PA,154891,37.3320593191341,31.484075898535096,98.16838938350196,97.2,1219.88,99.69087969789756,0.718,0.684,0.658,0.821,4,Em Transição
1500859,Anapu - PA,PA,9335,7.027316550615962,1.9710765934654528,50.380289234065344,85.05,765.01,49.7331240188383,0.548,0.563,0.371,0.788,0,Crítico
