cod_municipio,municipio,uf,total_domicilios,perc_agua_rede,perc_esgoto_rede,perc_lixo_coletado,perc_alfabetizacao,renda_media,per_domicilio_urbano,IDHM,IDHM Renda,IDHM Educação,IDHM Longevidade,cluster,cluster_nome
2111904,Sucupira do Norte - MA,MA,3127,68.08442596738088,2.4304445155100733,57.59513911096899,80.06,694.83,55.66516897831608,0.579,0.526,0.505,0.731,0,Crítico
2111953,Sucupira do Riachão - MA,MA,1566,77.7139208173691,0.5747126436781609,45.785440613026815,76.19,658.02,53.96188565697091,0.568,0.538,0.447,0.761,0,Crítico
2112001,Tasso Fragoso - MA,MA,2638,78.46853677028052,26.535253980288097,76.00454890068234,86.72,889.15,69.60054163845632,0.599,0.562,0.491,0.777,2,Em Desenvolvimento
2112100,Timbiras - MA,MA,7575,52.11881188118812,3.247524752475248,58.81188118811881,71.2,538.9,70.64642803201934,0.537,0.498,0.427,0.73,0,Crítico
2112209,Timon - MA,MA,54199,91.9629513459658,21.75316887765457,83.1952619052012,88.32,937.58,89.23107786662081,0.649,0.614,0.579,0.768,4,Em Transição
2112233,Trizidela do Vale - MA,MA,7272,83.42959295929593,20.68206820682068,88.53135313531352,83.31,801.9,84.82031666963174,0.606,0.565,0.534,0.738,2,Em Desenvolvimento
2112274,Tufilândia - MA,MA,1567,78.94065092533504,5.488194001276324,40.20421186981493,76.32,622.31,54.34901035046305,0.555,0.502,0.481,0.709,0,Crítico
2112308,Tuntum - MA,MA,11376,78.99964838255977,11.981364275668072,66.60513361462729,78.11,648.84,47.78902650961353,0.572,0.534,0.483,0.726,2,Em Desenvolvimento
2112407,Turiaçu - MA,MA,10226,36.573440250342266,0.3227068257383141,39.86896147076081,84.28,548.2,34.426929129657786,0.561,0.493,0.461,0.776,0,Crítico
2112456,Turilândia - MA,MA,7213,31.193678081242204,0.5129627062248718,64.36988770275892,82.45,469.19,42.9831215626778,0.536,0.495,0.402,0.774,0,Crítico
2112506,Tutóia - MA,MA,14744,58.15925122083559,2.7265328269126425,56.80954964731416,77.66,594.37,54.82419971512107,0.561,0.543,0.451,0.722,0,Crítico
2112605,Urbano Santos - MA,MA,8599,44.06326317013606,0.7559018490522154,47.88928945226189,78.53,552.47,60.051200780202365,0.588,0.506,0.522,0.77,0,Crítico
2112704,Vargem Grande - MA,MA,12882,41.313460642757335,5.853128396211768,56.73032137866792,77.57,616.42,66.4825131180509,0.542,0.487,0.425,0.768,0,Crítico
2112803,Viana - MA,MA,15784,29.13710086163203,7.425240750126711,56.60162189559047,86.21,717.55,57.55802651529879,0.618,0.567,0.548,0.758,0,Crítico
2112852,Vila Nova dos Martírios - MA,MA,3312,75.21135265700482,1.5096618357487923,80.19323671497585,79.29,727.65,65.09361127195523,0.581,0.555,0.491,0.718,2,Em Desenvolvimento
2112902,Vitória do Mearim - MA,MA,9357,74.53243560970397,1.261087955541306,63.65288019664423,81.39,641.96,58.79889628307093,0.596,0.54,0.534,0.733,2,Em Desenvolvimento
2113009,Vitorino Freire - MA,MA,9768,51.80180180180181,1.330876330876331,67.47542997542998,76.6,754.86,56.68017506889285,0.57,0.563,0.477,0.688,0,Crítico
2114007,Zé Doca - MA,MA,12629,58.9041095890411,5.059783039037137,74.77234935465991,80.77,760.1,67.29737016249602,0.595,0.559,0.505,0.745,2,Em Desenvolvimento
2200053,Acauã - PI,PI,2216,25.49638989169675,0.0902527075812274,35.96570397111913,83.11,611.2,23.90965732087228,0.528,0.517,0.411,0.692,0,Crítico
2200103,Agricolândia - PI,PI,1722,97.50290360046458,5.574912891986063,81.12659698025551,78.97,728.51,81.19433198380567,0.599,0.55,0.526,0.742,2,Em Desenvolvimento
2200202,Água Branca - PI,PI,5880,91.98979591836736,26.0374149659864,97.31292517006804,84.94,838.94,89.15381551243384,0.639,0.6,0.569,0.763,4,Em Transição
2200251,Alagoinha do Piauí - PI,PI,2575,54.48543689320389,15.883495145631068,60.7378640776699,66.39,640.87,56.01994427335386,0.531,0.535,0.391,0.716,0,Crítico
2200277,Alegrete do Piauí - PI,PI,1595,61.00313479623824,0.6896551724137931,71.15987460815047,70.79,652.29,65.55891238670695,0.585,0.564,0.475,0.749,2,Em Desenvolvimento
2200301,Alto Longá - PI,PI,4665,63.30117899249732,0.9431939978563773,48.98177920685959,71.75,754.37,49.885006306105794,0.585,0.567,0.47,0.751,0,Crítico
2200400,Altos - PI,PI,15172,63.92037964671764,15.225415238597416,71.26285262325337,83.02,836.62,72.07342001559438,0.614,0.59,0.512,0.767,2,Em Desenvolvimento
2200459,Alvorada do Gurguéia - PI,PI,1670,63.83233532934132,0.5389221556886228,40.35928143712575,82.52,644.28,39.57158962795941,0.578,0.52,0.496,0.749,0,Crítico
2200509,Amarante - PI,PI,5523,79.14177077675177,4.761904761904762,50.3349628824914,77.91,765.13,53.30741557386561,0.598,0.574,0.497,0.75,2,Em Desenvolvimento
2200608,Angical do Piauí - PI,PI,2454,85.04482477587612,1.2224938875305624,86.5118174409128,81.85,869.02,78.16024608173429,0.63,0.61,0.555,0.737,2,Em Desenvolvimento
2200707,Anísio de Abreu - PI,PI,3186,59.635907093534215,1.1927181418706845,63.088512241054616,77.16,740.25,50.653768470288085,0.594,0.534,0.512,0.768,0,Crítico
2200806,Antônio Almeida - PI,PI,1040,94.03846153846152,18.846153846153847,81.82692307692308,83.05,906.69,79.94923857868021,0.62,0.579,0.527,0.781,2,Em Desenvolvimento
2200905,Aroazes - PI,PI,1817,67.47385800770502,4.127682993946065,68.2443588332416,75.91,732.79,64.81653939281058,0.583,0.563,0.468,0.752,2,Em Desenvolvimento
2200954,Aroeiras do Itaim - PI,PI,940,63.93617021276595,0.425531914893617,61.80851063829788,65.37,705.46,13.42007434944238,0.519,0.502,0.378,0.738,0,Crítico
2201002,Arraial - PI,PI,1533,90.8023483365949,2.0221787345075013,58.12133072407045,76.25,683.68,56.85840707964602,0.56,0.514,0.449,0.761,2,Em Desenvolvimento
2201051,Assunção do Piauí - PI,PI,2352,79.6343537414966,2.295918367346939,39.66836734693878,68.7,499.26,42.05582393988191,0.499,0.462,0.382,0.706,0,Crítico
2201101,Avelino Lopes - PI,PI,3663,64.53726453726453,0.191100191100191,64.42806442806443,81.1,678.26,64.55917540953433,0.554,0.532,0.442,0.722,2,Em Desenvolvimento
2201150,Baixa Grande do Ribeiro - PI,PI,3883,83.4921452485192,15.400463559103786,61.85938707185166,85.09,816.19,62.9822182037372,0.564,0.537,0.446,0.751,2,Em Desenvolvimento
2201176,Barra D'Alcântara - PI,PI,1463,96.78742310321256,0.1367053998632946,64.66165413533834,78.09,661.27,55.19399249061326,0.577,0.526,0.471,0.777,2,Em Desenvolvimento
2201200,Barras - PI,PI,14533,62.77437555907246,0.8188261198651345,48.86809330489231,75.04,741.61,50.73010972506153,0.595,0.558,0.485,0.779,0,Crítico
2201309,Barreiras do Piauí - PI,PI,1011,68.15034619188923,1.3847675568743818,58.061325420375866,83.83,660.51,59.46691176470589,0.557,0.56,0.423,0.73,0,Crítico
2201408,Barro Duro - PI,PI,2177,85.02526412494258,2.2048690858980247,76.11391823610472,76.64,740.09,73.81024096385542,0.612,0.611,0.514,0.729,2,Em Desenvolvimento
2201507,Batalha - PI,PI,8691,64.91773098607754,0.9204924634679552,45.3342538257968,74.75,649.57,44.16730038022813,0.545,0.54,0.398,0.755,0,Crítico
2201556,Bela Vista do Piauí - PI,PI,1233,96.5125709651257,0.8921330089213302,62.4493106244931,84.28,691.55,43.14348570031777,0.576,0.52,0.519,0.709,2,Em Desenvolvimento
2201572,Belém do Piauí - PI,PI,1131,60.56587091069849,0.7957559681697612,66.04774535809018,70.68,843.88,59.47998831434415,0.551,0.537,0.448,0.696,0,Crítico
2201606,Beneditinos - PI,PI,3510,80.54131054131054,23.304843304843303,61.13960113960114,73.81,652.94,62.292275153590495,0.557,0.561,0.394,0.78,2,Em Desenvolvimento
2201705,Bertolínia - PI,PI,1763,89.79013045944413,0.1701644923425978,70.05104934770277,83.36,945.82,79.28802588996764,0.612,0.596,0.507,0.758,2,Em Desenvolvimento
2201739,Betânia do Piauí - PI,PI,2048,70.03731619689619,0.048828125,36.962890625,71.36,574.1,35.144694533762056,0.489,0.486,0.342,0.702,0,Crítico
2201770,Boa Hora - PI,PI,2082,88.95292987512008,0.9125840537944284,38.23246878001921,71.66,616.36,48.087510866415535,0.575,0.534,0.46,0.772,0,Crítico
2201804,Bocaina - PI,PI,1577,94.29296131896004,13.06277742549144,74.00126823081801,82.47,900.37,43.771456596370776,0.632,0.614,0.532,0.773,2,Em Desenvolvimento
2201903,Bom Jesus - PI,PI,8991,86.29740851963075,23.43454565676788,82.88288288288288,88.1,1130.24,82.00444506181415,0.668,0.665,0.562,0.799,4,Em Transição
2201919,Bom Princípio do Piauí - PI,PI,1819,84.77185266630016,0.1099505222649807,54.260582737768,77.32,544.35,33.97799858055359,0.532,0.526,0.372,0.77,0,Crítico
2201929,Bonfim do Piauí - PI,PI,1986,15.40785498489426,1.5283964838860982,29.85901309164149,70.53,637.35,30.272281413833923,0.542,0.542,0.415,0.707,0,Crítico
2201945,Boqueirão do Piauí - PI,PI,2096,93.08206106870227,0.5725190839694656,67.79580152671755,78.43,672.54,47.96027501909855,0.56,0.555,0.434,0.729,2,Em Desenvolvimento
2201960,Brasileira - PI,PI,2820,67.5531914893617,0.7446808510638299,83.75886524822695,75.24,799.36,46.84684684684685,0.577,0.572,0.446,0.752,2,Em Desenvolvimento
2201988,Brejo do Piauí - PI,PI,1382,58.61070911722142,0.0723589001447178,39.29088277858177,74.17,662.87,38.70389344262295,0.515,0.531,0.354,0.725,0,Crítico
2202000,Buriti dos Lopes - PI,PI,6185,67.45351657235247,2.5545675020210186,73.01535974130961,76.54,655.04,64.42963264475425,0.565,0.544,0.452,0.735,2,Em Desenvolvimento
2202026,Buriti dos Montes - PI,PI,2363,84.93440541684299,0.3385526872619551,71.81548878544224,76.57,666.86,36.48103309120258,0.574,0.527,0.46,0.78,2,Em Desenvolvimento
2202059,Cabeceiras do Piauí - PI,PI,3208,46.6645885286783,12.25062344139651,22.50623441396509,73.21,623.38,23.570309439874656,0.583,0.54,0.476,0.769,0,Crítico
2202075,Cajazeiras do Piauí - PI,PI,1047,93.40974212034384,1.5283964838860982,38.96848137535817,80.96,630.48,37.77348777348777,0.562,0.525,0.449,0.752,0,Crítico
2202083,Cajueiro da Praia - PI,PI,2500,3.08,0.16,71.76,80.86,833.97,71.48422772401659,0.546,0.551,0.4,0.739,0,Crítico
2202091,Caldeirão Grande do Piauí - PI,PI,1857,70.03731619689619,0.0538502961766289,42.70328486806677,74.03,710.22,39.12411411957114,0.588,0.561,0.486,0.744,0,Crítico
2202109,Campinas do Piauí - PI,PI,1771,40.993788819875775,4.121964991530209,44.32523997741389,77.4,685.57,34.02187120291616,0.544,0.524,0.397,0.776,0,Crítico
2202117,Campo Alegre do Fidalgo - PI,PI,1597,36.631183469004384,1.0018785222291795,30.74514715090796,69.65,636.4,29.246100519930675,0.537,0.528,0.385,0.762,0,Crítico
2202133,Campo Grande do Piauí - PI,PI,2083,42.00672107537206,6.769083053288526,70.52328372539607,74.45,686.67,39.152823920265774,0.56,0.545,0.446,0.721,0,Crítico
2202174,Campo Largo do Piauí - PI,PI,2193,69.26584587323302,0.1367989056087551,26.53898768809849,71.8,525.88,22.873702655344385,0.528,0.479,0.401,0.766,0,Crítico
2202208,Campo Maior - PI,PI,15484,84.035133040558,9.00284164298631,81.09661586153449,84.11,1038.91,75.4089052912017,0.656,0.629,0.566,0.793,4,Em Transição
2202251,Canavieira - PI,PI,1126,70.78152753108348,17.406749555950267,48.31261101243339,79.53,755.33,49.64850615114236,0.583,0.525,0.485,0.778,0,Crítico
2202307,Canto do Buriti - PI,PI,6803,70.61590474790533,8.92253417609878,64.41275907687785,78.63,913.41,60.836560805577065,0.576,0.571,0.462,0.724,2,Em Desenvolvimento
2202406,Capitão de Campos - PI,PI,3620,68.50828729281768,0.7734806629834254,70.49723756906077,77.06,618.65,59.4954954954955,0.583,0.552,0.465,0.773,2,Em Desenvolvimento
2202455,Capitão Gervásio Oliveira - PI,PI,1448,33.42541436464088,2.624309392265193,39.9171270718232,76.49,677.47,37.44338198288878,0.553,0.503,0.464,0.725,0,Crítico
2202505,Caracol - PI,PI,3322,18.75376279349789,0.1806140878988561,49.39795304033714,70.49,643.52,39.20333397945338,0.552,0.533,0.409,0.771,0,Crítico
2202539,Caraúbas do Piauí - PI,PI,1909,66.89366160293348,0.1047668936616029,40.12572027239392,68.74,554.55,17.992895204262876,0.505,0.48,0.347,0.775,0,Crítico
2202554,Caridade do Piauí - PI,PI,1607,56.502800248911015,2.8002489110143123,55.56938394523958,75.15,633.05,46.15537452811444,0.541,0.52,0.426,0.715,0,Crítico
2202604,Castelo do Piauí - PI,PI,6566,67.72768809016144,2.147426134632958,70.40816326530613,76.96,711.61,59.161136457901286,0.587,0.566,0.473,0.754,2,Em Desenvolvimento
2202653,Caxingó - PI,PI,1768,79.29864253393664,0.6221719457013575,52.65837104072399,70.4,577.3,18.431586608442505,0.488,0.498,0.329,0.708,0,Crítico
2202703,Cocal - PI,PI,8943,52.30906854523091,0.6485519400648552,45.57754668455776,73.29,594.08,44.76818375159507,0.497,0.516,0.334,0.712,0,Crítico
2202711,Cocal de Telha - PI,PI,1649,82.41358399029714,1.0915706488781078,60.70345664038811,75.37,716.92,54.83608226430462,0.555,0.55,0.399,0.78,2,Em Desenvolvimento
2202729,Cocal dos Alves - PI,PI,2207,67.69370185772542,0.2718622564567286,30.94698685999094,69.24,567.23,48.96648919511431,0.498,0.504,0.315,0.779,0,Crítico
2202737,Coivaras - PI,PI,1287,57.4980574980575,0.2331002331002331,50.349650349650354,77.95,658.23,40.41777993684722,0.565,0.543,0.453,0.732,0,Crítico
2202752,Colônia do Gurguéia - PI,PI,2063,82.5496849248667,1.0664081434803685,83.61609306834707,83.69,843.92,79.34959349593495,0.628,0.578,0.55,0.778,2,Em Desenvolvimento
2202778,Colônia do Piauí - PI,PI,2364,80.45685279187818,1.7343485617597292,52.36886632825719,74.89,716.44,40.69202173291392,0.588,0.57,0.462,0.772,0,Crítico
2202802,Conceição do Canindé - PI,PI,1705,69.79472140762464,2.0527859237536656,59.29618768328447,77.35,776.18,52.45336577453366,0.589,0.559,0.482,0.759,2,Em Desenvolvimento
2202851,Coronel José Dias - PI,PI,1485,30.50505050505051,1.5283964838860982,45.25252525252525,75.22,724.86,34.72941176470588,0.546,0.518,0.433,0.725,0,Crítico
2202901,Corrente - PI,PI,8573,75.5744780123644,12.644348536101717,64.18989851860492,86.72,946.37,63.71434855927854,0.642,0.62,0.54,0.789,2,Em Desenvolvimento
2203008,Cristalândia do Piauí - PI,PI,2301,16.253802694480658,1.6514558887440245,46.9361147327249,79.27,684.39,45.55464926590538,0.573,0.521,0.469,0.77,0,Crítico
2203107,Cristino Castro - PI,PI,3298,75.80351728320194,4.30563978168587,70.64887810794421,82.02,857.08,72.44596781871846,0.566,0.586,0.434,0.713,2,Em Desenvolvimento
2203206,Curimatá - PI,PI,3644,68.7431394072448,0.9879253567508232,66.46542261251372,87.41,693.11,70.62999112688554,0.607,0.574,0.527,0.741,2,Em Desenvolvimento
2203230,Currais - PI,PI,1450,84.82758620689656,2.0,38.068965517241374,79.39,664.97,30.34610630407911,0.542,0.49,0.438,0.743,0,Crítico
2203255,Curralinhos - PI,PI,1423,88.96697118763176,1.5283964838860982,61.560084328882645,78.62,744.99,41.42306820756855,0.555,0.512,0.438,0.762,2,Em Desenvolvimento
2203271,Curral Novo do Piauí - PI,PI,1575,28.50793650793651,0.0634920634920634,47.23809523809524,73.78,567.11,46.6193573822196,0.527,0.506,0.422,0.685,0,Crítico
2203305,Demerval Lobão - PI,PI,5460,87.21611721611721,19.725274725274726,82.74725274725274,85.44,862.34,84.18542074363992,0.618,0.588,0.515,0.781,2,Em Desenvolvimento
2203354,Dirceu Arcoverde - PI,PI,2264,30.34452296819788,0.8392226148409895,39.26678445229682,76.19,799.6,39.46696909554863,0.561,0.563,0.436,0.718,0,Crítico
2203404,Dom Expedito Lopes - PI,PI,2235,89.26174496644296,0.7158836689038032,95.43624161073826,81.03,918.12,59.39873417721518,0.601,0.583,0.488,0.762,2,Em Desenvolvimento
2203420,Domingos Mourão - PI,PI,1318,50.986342943854325,0.6828528072837633,45.220030349013655,76.45,591.0,22.822085889570552,0.55,0.547,0.403,0.755,0,Crítico
2203453,Dom Inocêncio - PI,PI,3177,15.3918791312559,0.0314762354422411,32.200188857412655,80.71,748.74,32.51446664483022,0.549,0.498,0.439,0.756,0,Crítico
2203503,Elesbão Veloso - PI,PI,4806,80.04577611319185,10.965459841864336,73.26258843112777,75.14,794.04,71.69104137576248,0.58,0.573,0.45,0.758,2,Em Desenvolvimento
2203602,Eliseu Martins - PI,PI,1534,92.63363754889178,2.9335071707953064,76.85788787483703,80.56,886.51,78.75257025359835,0.595,0.616,0.462,0.742,2,Em Desenvolvimento
2203701,Esperantina - PI,PI,13333,78.53446336158405,4.005100127503187,63.19657991449786,78.04,826.99,61.27410300219673,0.605,0.579,0.497,0.769,2,Em Desenvolvimento
2203750,Fartura do Piauí - PI,PI,1743,23.350545037292022,0.2868617326448652,25.530694205393,74.23,575.61,26.116578349735047,0.548,0.506,0.441,0.738,0,Crítico
2203800,Flores do Piauí - PI,PI,1567,79.64262922782387,0.4467134652201659,67.13465220165922,74.15,629.95,44.06434073402809,0.547,0.525,0.443,0.704,2,Em Desenvolvimento
2203859,Floresta do Piauí - PI,PI,862,88.2830626450116,3.132250580046404,46.51972157772622,65.32,727.11,42.47749678525504,0.538,0.53,0.391,0.753,0,Crítico
2203909,Floriano - PI,PI,20941,88.40552027123823,23.41817487226016,89.23165082851821,89.8,1223.01,90.2153588239087,0.7,0.676,0.633,0.802,4,Em Transição
2204006,Francinópolis - PI,PI,1643,83.38405356055996,0.3651856360316494,76.50639074863055,70.96,679.25,62.7968923418424,0.564,0.523,0.475,0.722,2,Em Desenvolvimento
2204105,Francisco Ayres - PI,PI,1522,93.62680683311432,0.2628120893561104,49.08015768725361,73.82,701.6,48.39075249320036,0.577,0.565,0.45,0.756,2,Em Desenvolvimento
2204154,Francisco Macedo - PI,PI,1020,53.23529411764706,0.0980392156862745,50.49019607843137,72.66,693.49,45.78354387162854,0.553,0.567,0.425,0.701,0,Crítico
2204204,Francisco Santos - PI,PI,2937,60.74225400068096,4.902962206332993,59.652706843718086,77.49,882.67,59.65764234551414,0.608,0.598,0.498,0.754,2,Em Desenvolvimento
2204303,Fronteiras - PI,PI,3540,68.41807909604519,39.3502824858757,70.50847457627118,76.33,790.71,70.12379374208012,0.619,0.621,0.511,0.748,2,Em Desenvolvimento
2204352,Geminiano - PI,PI,1932,86.95652173913044,0.3105590062111801,84.16149068322981,73.37,667.92,27.125803489439853,0.561,0.524,0.446,0.755,2,Em Desenvolvimento
2204402,Gilbués - PI,PI,3373,66.49866587607471,0.5632967684553809,65.07560035576638,82.65,747.26,69.58318031582813,0.548,0.574,0.38,0.753,2,Em Desenvolvimento
2204501,Guadalupe - PI,PI,3336,91.15707434052756,56.4748201438849,90.37769784172664,86.56,1002.95,94.32327166504382,0.65,0.639,0.542,0.794,4,Em Transição
2204550,Guaribas - PI,PI,1313,55.52170601675552,0.3808073115003808,32.140137090632145,73.39,511.07,32.39008419083255,0.508,0.483,0.381,0.711,0,Crítico
2204600,Hugo Napoleão - PI,PI,1187,88.28980623420387,4.128053917438922,93.93428812131424,74.28,795.13,81.97839681637294,0.599,0.528,0.524,0.776,2,Em Desenvolvimento
2204659,Ilha Grande - PI,PI,2778,87.94096472282217,21.922246220302377,89.30885529157668,80.17,675.74,84.65602760405434,0.563,0.534,0.472,0.708,2,Em Desenvolvimento
2204709,Inhuma - PI,PI,5222,91.65070854078895,1.129835312140942,79.49061662198392,76.73,822.11,50.80893167535767,0.624,0.562,0.56,0.772,2,Em Desenvolvimento
2204808,Ipiranga do Piauí - PI,PI,3146,87.92116973935155,16.783216783216783,66.33820724729816,81.87,708.73,66.62420382165605,0.63,0.56,0.583,0.765,2,Em Desenvolvimento
2204907,Isaías Coelho - PI,PI,2586,45.78499613302397,19.56689868522815,36.388244392884765,72.33,606.85,28.98121944944688,0.582,0.628,0.41,0.767,0,Crítico
2205003,Itainópolis - PI,PI,3951,62.085547962541135,7.922045051885599,42.14123006833713,71.56,783.42,27.28452270620945,0.541,0.545,0.401,0.725,0,Crítico
2205102,Itaueira - PI,PI,3681,59.358869872317314,2.4178212442271123,60.77152947568596,78.78,828.9,61.706868158481065,0.583,0.594,0.46,0.727,0,Crítico
2205151,Jacobina do Piauí - PI,PI,1958,44.9438202247191,0.0510725229826353,47.34422880490296,71.82,800.2,39.355068590771424,0.535,0.509,0.416,0.724,0,Crítico
2205201,Jaicós - PI,PI,6047,39.01107987431784,6.697535968248719,56.24276500744171,68.92,728.46,51.4976892793975,0.524,0.556,0.366,0.709,0,Crítico
2205250,Jardim do Mulato - PI,PI,1431,94.4793850454228,1.8169112508735148,46.9601677148847,72.7,698.08,31.17224880382776,0.593,0.532,0.55,0.711,0,Crítico
2205276,Jatobá do Piauí - PI,PI,1475,61.83050847457628,0.6101694915254238,35.186440677966104,76.04,724.37,21.250556297285268,0.566,0.525,0.442,0.78,0,Crítico
2205300,Jerumenha - PI,PI,1493,76.75820495646349,2.277294038847957,64.76892163429336,80.84,958.54,54.8810317989771,0.591,0.569,0.461,0.787,2,Em Desenvolvimento
2205359,João Costa - PI,PI,994,77.96780684104627,5.23138832997988,32.3943661971831,77.11,613.26,28.45117845117845,0.561,0.51,0.46,0.752,0,Crítico
2205409,Joaquim Pires - PI,PI,4270,72.66978922716628,9.227166276346605,37.96252927400469,73.31,613.19,32.69480051850785,0.522,0.485,0.384,0.765,0,Crítico
2205458,Joca Marques - PI,PI,1629,69.67464702271332,0.1227747084100675,36.03437691835482,69.18,545.86,36.74453096032629,0.504,0.501,0.353,0.726,0,Crítico
2205508,José de Freitas - PI,PI,13258,65.31151003167899,12.588625735405037,63.95383919143159,81.1,709.87,64.26137832185907,0.618,0.591,0.512,0.781,2,Em Desenvolvimento
2205516,Juazeiro do Piauí - PI,PI,1771,74.19536984754376,0.0564652738565782,46.24505928853755,77.51,798.22,34.253931722286154,0.57,0.522,0.47,0.753,0,Crítico
2205524,Júlio Borges - PI,PI,1705,56.070381231671554,1.5283964838860982,47.85923753665689,86.6,611.82,35.52338530066815,0.582,0.5,0.508,0.777,0,Crítico
2205532,Jurema - PI,PI,1524,44.55380577427822,0.2624671916010498,42.84776902887139,71.9,570.59,16.38418079096045,0.555,0.511,0.435,0.767,0,Crítico
2205540,Lagoinha do Piauí - PI,PI,1011,97.62611275964392,1.582591493570722,88.13056379821958,79.92,646.62,61.4494726097312,0.597,0.561,0.488,0.776,2,Em Desenvolvimento
2205557,Lagoa Alegre - PI,PI,2533,40.62376628503751,7.066719305171733,36.20213185945519,77.46,735.09,41.17005813953488,0.55,0.538,0.425,0.728,0,Crítico
2205565,Lagoa do Barro do Piauí - PI,PI,1622,28.42170160295931,3.020961775585697,35.388409371146736,78.92,791.53,30.31031031031032,0.502,0.474,0.358,0.744,0,Crítico
2205573,Lagoa de São Francisco - PI,PI,1996,69.43887775551102,0.4008016032064128,31.613226452905813,75.88,610.03,32.111830674459014,0.529,0.499,0.4,0.743,0,Crítico
2205581,Lagoa do Piauí - PI,PI,1591,86.61219358893779,1.822752985543684,63.73350094280327,82.26,781.88,57.17255717255717,0.583,0.548,0.464,0.778,2,Em Desenvolvimento
2205599,Lagoa do Sítio - PI,PI,1581,89.75332068311197,0.7590132827324478,52.308665401644525,69.09,692.81,39.93362831858407,0.541,0.504,0.421,0.745,0,Crítico
2205607,Landri Sales - PI,PI,1794,84.89409141583054,4.570791527313267,83.27759197324414,83.09,766.24,73.87300978323422,0.584,0.563,0.48,0.738,2,Em Desenvolvimento
2205706,Luís Correia - PI,PI,9387,49.21700223713646,0.8202833706189411,52.327687227016085,77.58,694.72,46.46062465324239,0.541,0.544,0.398,0.73,0,Crítico
2205805,Luzilândia - PI,PI,7890,60.38022813688213,1.8250950570342208,63.09252217997465,74.29,648.33,55.99211822660099,0.545,0.55,0.42,0.7,0,Crítico
2205854,Madeiro - PI,PI,2262,68.39080459770115,0.4420866489832007,46.94960212201592,74.32,617.37,43.77490039840637,0.563,0.472,0.489,0.772,0,Crítico
2205904,Manoel Emídio - PI,PI,1729,74.26257952573742,0.6940427993059572,68.76807403123193,80.57,790.65,70.05183336532924,0.573,0.534,0.466,0.758,2,Em Desenvolvimento
2205953,Marcolândia - PI,PI,2822,0.2480510276399716,0.141743444365698,87.88093550673281,77.05,723.89,86.81589124575179,0.562,0.578,0.438,0.7,0,Crítico
2206001,Marcos Parente - PI,PI,1545,93.7864077669903,12.427184466019416,87.89644012944984,82.69,822.41,85.60541913632514,0.59,0.58,0.494,0.717,2,Em Desenvolvimento
2206050,Massapê do Piauí - PI,PI,1742,32.60619977037887,8.036739380022963,27.66934557979334,65.7,569.05,18.033729398236872,0.525,0.514,0.386,0.73,0,Crítico
2206100,Matias Olímpio - PI,PI,3202,62.86695815115553,1.2179887570268582,41.66146158650843,74.13,625.81,49.42204680011277,0.562,0.521,0.438,0.779,0,Crítico
2206209,Miguel Alves - PI,PI,9272,51.9197584124245,2.9012079378774804,32.862381363244175,70.57,561.01,33.19751166407465,0.539,0.533,0.396,0.742,0,Crítico
2206308,Miguel Leão - PI,PI,406,66.00985221674877,1.2315270935960592,65.27093596059113,79.21,694.67,68.51289833080425,0.623,0.579,0.533,0.782,2,Em Desenvolvimento
2206357,Milton Brandão - PI,PI,2138,58.98035547240411,0.0467726847521047,37.65201122544434,69.89,548.51,29.76154081320697,0.508,0.476,0.357,0.772,0,Crítico
2206407,Monsenhor Gil - PI,PI,3515,81.05263157894737,3.556187766714083,62.44665718349929,81.93,799.67,55.30960507069722,0.615,0.568,0.524,0.781,2,Em Desenvolvimento
2206506,Monsenhor Hipólito - PI,PI,2667,51.74353205849269,9.261342332208471,67.60404949381328,73.13,748.47,49.267520126699225,0.561,0.591,0.404,0.739,0,Crítico
2206605,Monte Alegre do Piauí - PI,PI,3273,76.41307668805378,0.488848151542927,42.52978918423464,80.93,587.18,29.530956848030023,0.578,0.531,0.474,0.768,0,Crítico
2206654,Morro Cabeça no Tempo - PI,PI,1375,12.145454545454545,1.5283964838860982,42.47272727272728,80.78,579.63,38.19968014621888,0.542,0.472,0.435,0.774,0,Crítico
2206670,Morro do Chapéu do Piauí - PI,PI,2078,77.04523580365736,0.7218479307025986,44.46583253128008,72.26,591.58,37.82101167315175,0.55,0.536,0.418,0.742,0,Crítico
2206696,Murici dos Portelas - PI,PI,2952,55.386178861788615,9.993224932249325,42.107046070460704,69.75,586.54,21.37388996631622,0.53,0.489,0.391,0.777,0,Crítico
2206704,Nazaré do Piauí - PI,PI,2330,83.60515021459227,0.3433476394849785,54.20600858369099,76.21,722.03,56.54913728432109,0.576,0.531,0.51,0.707,2,Em Desenvolvimento
2206720,Nazária - PI,PI,3258,73.48066298342542,1.043585021485574,45.36525475751995,76.42,634.76,32.371857337750924,0.602,0.546,0.512,0.78,0,Crítico
2206753,Nossa Senhora de Nazaré - PI,PI,1712,57.768691588785046,0.5257009345794392,45.91121495327103,77.85,759.01,34.14307574598317,0.586,0.557,0.462,0.78,0,Crítico
2206803,Nossa Senhora dos Remédios - PI,PI,2549,55.59042761867399,0.5492349941153394,35.033346410357005,73.19,607.6,46.19354838709677,0.533,0.503,0.411,0.732,0,Crítico
2206902,Novo Oriente do Piauí - PI,PI,2255,94.2350332594235,0.0443458980044345,58.58093126385809,74.93,724.29,55.10907003444317,0.562,0.547,0.418,0.775,2,Em Desenvolvimento
