cod_municipio,municipio,total_domicilios,perc_agua_rede,perc_esgoto_rede,perc_lixo_coletado,perc_alfabetizacao,renda_media,per_domicilio_urbano
3171204,Vespasiano - MG,45984,98.83437717466946,94.58289839944328,99.20624565066109,96.42,1291.72,99.32841248471907
3171303,Viçosa - MG,29055,91.12373085527447,89.2032352435037,96.78196523834107,95.8,1864.42,93.12835274107026
3171402,Vieiras - MG,1418,57.19322990126939,49.4358251057828,85.47249647390692,90.23,1216.73,57.89189189189189
3171501,Mathias Lobato - MG,1097,88.05834092980857,85.87055606198723,88.6052871467639,87.17,907.26,88.0184331797235
3171600,Virgem da Lapa - MG,4327,76.42708574069795,57.5687543332563,63.76242200138664,85.19,959.9,63.99525584547611
3171709,Virgínia - MG,3297,58.87170154686078,57.65847740370034,67.24294813466788,91.67,987.85,55.16389762011676
3171808,Virginópolis - MG,3742,59.486905398182785,62.15927311598076,82.04168893639765,91.42,1116.83,62.54605390731045
3171907,Virgolândia - MG,1785,73.83753501400561,67.3389355742297,74.28571428571429,83.2,927.5,63.20298769771529
3172004,Visconde do Rio Branco - MG,14770,86.59444820582262,85.93771157752201,96.43195666892349,94.03,1493.02,88.89427987742594
3172103,Volta Grande - MG,1672,90.84928229665071,89.17464114832536,93.72009569377991,92.61,1153.24,82.26423587665992
3172202,Wenceslau Braz - MG,867,45.905420991926185,3.3448673587081887,97.69319492502883,93.76,1240.48,56.79117147707979
3200102,Afonso Cláudio - ES,11496,55.33228949199722,46.17258176757133,70.90292275574113,89.79,1191.25,54.01838091513492
3200136,Águia Branca - ES,3649,36.96903261167443,33.07755549465607,53.083036448342014,91.47,1242.59,34.630831016373186
3200169,Água Doce do Norte - ES,4595,59.65179542981501,35.88683351468988,71.77366702937977,85.29,965.09,61.80036538780933
3200201,Alegre - ES,11364,80.0774375219993,60.82365364308342,88.44596972896868,91.01,1336.26,76.83106556534256
3200300,Alfredo Chaves - ES,5196,48.922247882986916,48.325635103926096,96.09314857582756,94.21,1469.82,50.549291702804275
3200359,Alto Rio Novo - ES,2865,57.83595113438046,51.06457242582897,70.29668411867365,87.27,1247.98,57.53295668549906
3200409,Anchieta - ES,11037,83.419407447676,42.801485911026546,98.27851771314668,95.6,1257.88,80.27281216648879
3200508,Apiacá - ES,2746,71.81354697742171,63.47414420975965,78.91478514202477,90.43,1138.77,74.2212377128617
3200607,Aracruz - ES,32774,90.08665405504364,81.81180203820101,95.3042045523891,95.0,1507.13,86.89917163509735
3200706,Atílio Vivácqua - ES,3844,73.36108220603538,59.547346514047874,94.06867845993756,92.56,1103.7,69.98102466793169
3200805,Baixo Guandu - ES,11404,84.52297439494913,80.3402314977201,88.75833041038233,91.39,1257.09,84.08424072504401
3200904,Barra de São Francisco - ES,16054,68.54366513018563,60.17191977077364,79.09555251027781,89.23,1262.47,69.24561155819097
3201001,Boa Esperança - ES,5039,74.73705100218298,66.87834887874578,78.94423496725541,89.32,1151.53,76.77101704879483
